Question,Answer 1,#1,Answer 2,#2,Answer 3,#3,Answer 4,#4,Answer 5,#5,Answer 6,#6,Answer 7,#7
If You Were Turned Into A Bird Name Something Youd Have To Learn How To Do,Fly,86.0,Build A Nest,5.0,Eat Worms,4,Sing,2.0,Avoid Cats,2.0,,,,
Name An Occasion Where You Might Send Out Invitations.,Wedding,57.0,Birthday,22.0,Party,10,Graduation,6.0,Baby Shower,5.0,,,,
Name Something You Would Do In Front Of Children But Would Be Embarrassed To Do In Front Of Other Adults,Sing,33.0,Pass Gass/Burp,26.0,Dance,20,Play,13.0,Baby Talk,6.0,,,,
Besides Your Mother Name A Female Who Told You What To Do While You Were Growing Up,Grandmother,32.0,Aunt,30.0,Teacher,19,Older Sister,15.0,Babysitter,4.0,,,,
Name Something A Shoe Salesman Might Complain About.,Stinky Feet,78.0,Ugly Feet,7.0,Returns,3,Big Feet,3.0,Backache,2.0,,,,
Name Something Karaoke Singers Use For Help But A Real Singer Shouldnt Need.,Lyrics,55.0,Alcohol,15.0,Microphone,9,Music,8.0,Backup Vocals,4.0,,,,
Name Something You Know About Shaquille ONeal.,Tall,38.0,Basketball Player,32.0,Raps,13,Officer,7.0,Bad Actor,6.0,,,,
Name A Type Of Event That Adults Dress Up To Go To But Kids Would Find Boring?,Opera,36.0,Broadway/Play,22.0,Wedding,15,Symphony,14.0,Ballet,9.0,,,,
Name A Chain Store Thats Put A Lot Of Mom And Pop Stores Out Of Business,Wal Mart,61.0,Starbucks,15.0,Home Depot,7,McDonald’s,6.0,Barnes & Noble,5.0,,,,
We Asked 100 Wives: Name A Place In The House Where Your Husband Spends More Time Than You Do,Bathroom,43.0,Garage,26.0,TV/Living Room,19,Bedroom,7.0,Basement,3.0,,,,
Name A Situation Where You Wouldnt Want Someone Looking Over Your Shoulder.,Test,46.0,Office,20.0,In The Bedroom,18,ATM,9.0,Bathroom,3.0,,,,
Name Something You Cant Be Afraid Of If You Want To Become A Vampire,Blood,72.0,The Dark,8.0,Cross,7,Neck Bites,4.0,Bats,2.0,,,,
What Do You Do If Youre Eating At A Friends House And Dont Like The Food?,Eat It Anyway,33.0,Pretend To Eat It,28.0,Excuse Yourself,14,Say “Not Hungry”,10.0,Be Honest,9.0,,,,
Name A Place Where Everyone Seems To Be In A Good Mood.,Place Of Worship,25.0,Bar,24.0,Amusement park,22,Party,15.0,Beach,8.0,,,,
Name Something A Goldfish Might Complain About,Dirty Water,40.0,No Food,37.0,Bowl Too Small,10,Not Enough Water,3.0,Beat Up By Other Fish,3.0,,,,
Besides Books Name Something People Read.,Magazines,49.0,News Papers,43.0,Road Signs,4,Poems,2.0,Billboards,2.0,,,,
Name Something Dogs Are Trained To Find,Illegal Substance,47.0,Criminals,18.0,Bones,15,Missing People,11.0,Birds,3.0,,,,
Tell Me Something You Would See In A Blues Brothers Movie.,Sunglasses,38.0,Dancing,16.0,Hats,15,Musical Insruments,13.0,Black Suits,12.0,,,,
Name Something People Do To Their Hair That Makes Them Look Silly.,Dye It,64.0,Mohawk,14.0,Get A Bad Haircut,6,Curling,5.0,Bleach,5.0,,,,
Name The Last Thing You Read On The Internet That You Wish You Hadnt.,News,53.0,Email/Spam,18.0,Gossip,11,Bills/Accounts,8.0,Blog/Comments,4.0,,,,
In Order To Solve A Crime What Does An Investigator Need To Find?,Prints,36.0,Weapon,34.0,DNA,17,Suspect,5.0,Blood,5.0,,,,
Name A Sport That Can Only Be Played Outdoors In The Winter?,Ice Hockey,34.0,Skiing,30.0,Ice Skating,15,Snowboarding,13.0,Bobsledding,6.0,,,,
Name Something Cindy Crawford Is Known For,Mole,35.0,Modeling,31.0,Beauty,23,Aerobics,7.0,Body,3.0,,,,
Name A Famous Past Or Present Couple Who Youd Hate To Live Next Door To.,The Osbournes,38.0,Brad & Angelina,29.0,Jon & Kate,13,Addams Family,9.0,Bonnie & Clyde,6.0,,,,
Name Something People Eat With Chili.,Crackers,52.0,Cheese Sauce,29.0,Hot Dogs,8,Chips,4.0,Bread,2.0,,,,
Name Something A Bird Watcher Carries With Them,Binoculars,79.0,Camara,11.0,Bird Book,4,Notepad,3.0,Bread,2.0,,,,
Name Something People Do To Make Their Breath Smell Good.,Brush Teeth,44.0,Mints/Gum,30.0,Mouthwash,13,Floss,4.0,Breath Spray,3.0,,,,
Name Something Specific That Must Be Really Hard For Astronauts To Do While In Space.,Eat/Drink,29.0,Use The Bathroom,28.0,Move Around/Exercise,20,Sleep,16.0,Breathe,3.0,,,,
Name Something You Might See In A Museum About The Old West.,Gun,31.0,Pictures,24.0,Covered Wagon,16,Stagecoach,14.0,Buffalo,12.0,,,,
Besides A Waiter Name A Job At A Restaurant.,Chef,66.0,Host,8.0,Dishwasher,8,Cashier,7.0,Busser,6.0,,,,
Name A Part Of The Body Thats Often Sore After Exercise.,Legs,41.0,Arms,31.0,Back,17,Stomach,5.0,Butt,4.0,,,,
When You Were A Little Kid Where Did You Think Babies Came From.,Stork,56.0,Mother’s Stomach,23.0,Heaven,7,Already Knew,6.0,Cabbage Patch,3.0,,,,
Name A Feature TV Sets Have Today That They Didnt Have 50 Years Ago,Remote Control,58.0,Color,30.0,Video player,4,Video Jacks,3.0,Cable,2.0,,,,
Name Something That Might Have Nuts In It?,Candy,33.0,Cookies,21.0,Brownies,18,Pies,15.0,Cake,9.0,,,,
Name Something A Student Might Turn On When Theyre Studying.,Radio,44.0,Light,23.0,TV,12,Computer,11.0,Calculator,5.0,,,,
Name A Creature That Until It Moves You Dont Know Its Head From Its Tail.,Snake,33.0,Worm,26.0,Turtle,16,Ant,13.0,Caterpillar,5.0,,,,
Name Something You Can Test In The Store Before Buying It,Perfume,38.0,TV,26.0,Clothes/Shoes,12,Computer,11.0,CD,8.0,,,,
Name Someone Who Might Work At A Mansion.,Maid,45.0,Butler,37.0,Cook,5,Gardener,5.0,Chauffeur,2.0,,,,
Name Something That Can Make An Ordinary Dinner Romantic.,Candles/Lighting,35.0,Wine,28.0,Flowers,21,Music,9.0,Chocolates,3.0,,,,
Name A Specific Bowl Game That Takes Place During The Holidays,Rose Bowl,38.0,Orange Bowl,20.0,Cotton Bowl,17,Sugar Bowl,11.0,Citrus Bowl,9.0,,,,
Name Something A Housekeeper Uses As Part Of Her Job,Vacuum,38.0,Broom,21.0,Mop,21,Dust Cloth,9.0,Cleaner,5.0,,,,
Name Someone Who Might Make A Speech At A Wedding.,Best Man,43.0,Parent,28.0,Bridesmaid,14,Bride/Groom,9.0,Clergy Member,5.0,,,,
Name A Reason Parents Might Want Their Kid To Go To A Particular College.,Alma Mater,43.0,Better Academics,19.0,Reputation Of School,16,The Cost,12.0,Close To Home,9.0,,,,
Name Something A Person Sits Next To On A Hot Day,Fan/Air Conditioner,45.0,Swimming Pool,20.0,Ocean/Lake,12,Tree/Shade,11.0,Cold Drink,9.0,,,,
Why Might A Person Refuse To Remove Their Shoes At A Party?,Smelly Feet,37.0,Dirty Floor,33.0,No Socks,11,Ugly Feet,10.0,Cold Feet,4.0,,,,
Where Were You The Last Time You Had A Bit Too Much To Drink.,Bar,52.0,Home,16.0,Holiday Party,15,Wedding,8.0,College,7.0,,,,
What Can You Consult For Directions When Youre Lost?,Map,55.0,GPS,27.0,Gas station Attendant,8,Police,6.0,Compass,3.0,,,,
Name Something Your Mom Told You Was The Key To A Happy Marriage,Love,39.0,Trust,33.0,Healthy Love Life,11,Communication,10.0,Compromise,3.0,,,,
Name An Image Thats Often Used In Ads At Thanksgiving.,Turkey,44.0,Family Dinner,24.0,Pilgrims,17,Native Americans,10.0,Cornucopia,5.0,,,,
Name A Magazine Teenagers Buy.,Seventeen,37.0,Teen,26.0,Tiger Beat,17,Teen People,8.0,Cosmogirl,7.0,,,,
Name A Place Where Someone Might Practice Driving For The First Time.,Parking Lot,68.0,Driving School,11.0,Field,8,Driveway,8.0,Country Road,3.0,,,,
Name An Occasion That It Would Not Be Fashionable To Arrive Late To.,Wedding,42.0,Funeral,30.0,Work/Meeting,13,Job Interview,7.0,Court,5.0,,,,
Name A Place Where You Would Not Be Allowed To Chew Gum.,School,60.0,Church,25.0,Library,4,Singapore,3.0,Court,3.0,,,,
Name Something People “Run” For.,Office,53.0,Marathon,23.0,Health,16,Their Life,3.0,Cover,3.0,,,,
Name Something You Might Need If Youre Eating A Lobster,Butter,30.0,Bib,29.0,Fork,19,Napkin,8.0,Cracking Tool,8.0,,,,
Name A Reason Why Basements Are Often Less Cozy Than The Rest Of A House,Cold,33.0,Dark,23.0,Cement Floors,17,Damp,14.0,Creatures Live There,8.0,,,,
Name A Type Of TV Show That You Cant Imagine Having An Audience Laugh Track.,News,43.0,Soap Opera,26.0,Reality TV,14,Talk Show,9.0,Crime Drama,4.0,,,,
If Peter Pan Had A Phone Name Someone Hed Probably Have On Speed Dial.,Tinker Bell,55.0,Wendy,34.0,Captain Hook,6,Lost Boys,3.0,Croc,2.0,,,,
Name Something Snoopy Does That Your Dog Would Not,Talk,34.0,Fly/Pilot,27.0,Sleep On House,16,Read/Write,13.0,Dance,8.0,,,,
Name Something A Rock Musician Might Do During A Concert That Would Look Funny For A Classical Musician To Do.,Scream,32.0,Smash Instrument,26.0,Jump Around,19,Take Off Shirt,9.0,Dance,8.0,,,,
Name Something That Would Cause You To Quit Your Job On Your First Day,Rude Boss,44.0,Too Stressfull,27.0,Bad Pay,14,Long Hours/Schedule,8.0,Dangerous,5.0,,,,
Name Something The Government Knows About You But You Wouldnt Talk To A Co-Worker About.,Income,31.0,Tax Information,26.0,Social Security,21,Criminal Record,15.0,Debt,5.0,,,,
Name Something You Spray On Yourself That Would Sting If It Got In Your Eyes.,Perfume,34.0,Insect Repelant,26.0,Hairspray,19,Sunscreen/Tan,15.0,Deoderant,4.0,,,,
Name Something People Use Pins For.,Clothes,35.0,Sewing,34.0,Hold Papers,10,Hair,8.0,Diapers,5.0,,,,
Name Something An Auto Racer Hopes Wont Happen To Him During A Race.,Crash,62.0,Engine Trouble,12.0,Runs Out Of Gas,10,Flat Tire,10.0,Die,6.0,,,,
Name Something That Might Get You To Watch A New TV Show,Advertisement,50.0,Stars,20.0,Appears Funny,10,Win Money,9.0,Different,6.0,,,,
Name Something That Has Bubbles In It.,Soda,35.0,Champagne,27.0,Bubble Bath,20,Soap,11.0,Dishwashing Liquid,4.0,,,,
What Might A Celebrity Do That Causes People To Criticize Him?,Party,55.0,Cheat,17.0,Drive Carelessly,9,Get Arrested,8.0,Divorce,5.0,,,,
Name A Public Place Where You Undress,Dressing Room/Store,32.0,Beach/Pool,29.0,Restroom,15,Locker Room,13.0,Doctor’s Office,8.0,,,,
Name A Piece Of Information That Can Be Found On A Prescription Bottle.,Patient Name,33.0,Directions,30.0,Date/Expiration,16,Drug/Ingredients,11.0,Doctor/Contact,8.0,,,,
Name Something Kids Insist On Doing By Themselves Even If It Takes A Long Time.,Tying Their Shoelaces,30.0,Getting Dressed,28.0,Eating,24,Taking A Bath,4.0,Doing Their Homework,3.0,,,,
Name A Talk Show You Might Go On To Tell About Your Disaster Wedding.,Oprah,36.0,Jerry Springer,36.0,Maury,17,Tyra Banks,4.0,Dr Phil,4.0,,,,
Name Something Doctors Are Always Telling People To Stop Doing,Smoking,69.0,Eating Too Much,15.0,Eating Junk,8,Too Much Salt,4.0,Drinking Alcohol,2.0,,,,
Name Something That Would Prevent A Person From Becoming A Pilot.,Bad Vision,56.0,Fear Of Flying,17.0,Fear Of Heights,13,Criminal Record,6.0,Drinking Problem,6.0,,,,
In The Heat Of A Passionate Moment Which Disney Characters Name Would Be Hardest To Say With A Straight Face,Goofy,40.0,Mickey Mouse,24.0,Donald Duck,14,Dopey,11.0,Dumbo,8.0,,,,
Name A Place A Baby Sticks His Fingers That Hes Not Supposed To,Socket,39.0,Nose,21.0,Mouth,18,Light Switch,9.0,Ear,8.0,,,,
What Kind Of A Weather Event Makes The Front Page Of The News?,Hurricane,32.0,Snow/Blizzard,31.0,Tornado,28,Flood,4.0,Earthquake,3.0,,,,
Name Something That A Circus Performers Parents Would Cringe At Seeing Him Perform.,Tight Rope,43.0,Trapeze,28.0,Taming Lion,12,Sword Swallowing,9.0,Eating Fire,7.0,,,,
Name Something Specific People Put Salsa On,Chips,63.0,Tacos,22.0,Enchaladas,4,Burritos,3.0,Eggs,2.0,,,,
Name A Place On Your Body That You Cant Scratch When It Itches,Back,44.0,Bottom,24.0,Foot,13,Throat,10.0,Eyes,8.0,,,,
What Is The Most Used Room In Most Homes?,Bathroom,30.0,Living Room,27.0,Kitchen,25,Bed Room,14.0,Family Room,3.0,,,,
Why Might A Person Use Stairs Instead Of The Elevator?,Exercise,61.0,Fire,20.0,Elevator Broken,6,Fear Of Small Spaces,6.0,Faster,3.0,,,,
Name Something Youd Wear To A Roaring 20s Themed Party.,Hat/Headband,34.0,Flapper Dress,25.0,Beads,16,Wig/Bob,14.0,Feather/Boa,9.0,,,,
Name Something You Order At McDonalds That Youd Never Order At A Fancy French Restaurant.,Hamburger,45.0,French Fries,27.0,Chicken Nuggets,10,Milkshake,8.0,Filet O Fish,5.0,,,,
Name Something You Might See In A Hunting Lodge,Mounted Animal Heads,55.0,Guns,20.0,Hunters,9,Antlers,5.0,Fireplace,5.0,,,,
Name Something Boy Scouts And Girl Scouts Both Learn To Do,Start Fire,38.0,Door To Door Sales,27.0,Camp,24,Community Service,6.0,First Aid,3.0,,,,
Name A Good Occupation For A Woman Who Was Head Cheerleader.,Dancer,33.0,Coach/Teacher,28.0,Model,16,Motivational Speaker,12.0,Fitness Instructor,9.0,,,,
Name Something You Might Use A Flashlight While Doing,Camping,42.0,Searching For Something,27.0,Reading,11,Hiking,11.0,Fixing A Car,7.0,,,,
Name Something That Supermodels Would Rather Do Without.,Food/Diet Food,38.0,High Heels,18.0,Camaras,16,Makeup,13.0,Flaws,9.0,,,,
Name Something At Your Company Holiday Party That Could Lead You To Embarrass Yourself.,Open Bar,45.0,Dance Floor,22.0,Karaoke,12,Mistletoe,9.0,Free Food,7.0,,,,
Name Someplace That Kids Need Their Parents To Drive Them,School,41.0,The Mall,20.0,The Movies,15,Clubs/Practice,12.0,Friemd’s/Party,10.0,,,,
Tell Me A Smell Most People Hate.,Skunk,37.0,Rotten Eggs,15.0,Ammonia,8,Onion,8.0,Garlic,7.0,,,,
Name A Foreign Language That Is Not Usually Offered In High School,Japanese,29.0,Chinese,23.0,Latin,21,Russian,18.0,German,9.0,,,,
Name A Heavy Animal That A China Shop Owner Wouldnt Let Into Their Store.,Bull,47.0,Elephant,24.0,Bear,16,Lion,6.0,Giraffe,5.0,,,,
Duct Tape Can Fix A Lot Of Things But Name An Expensive Item That It Would Probably Be Useless To Fix.,Car/Tires,37.0,TV/Electronics,26.0,Ring/Jewelry,16,Frige/Appliance,13.0,Glass/Window,6.0,,,,
Name Something A Real Estate Agent Needs To Do His Job.,Homes For Sale,53.0,Car,16.0,Clients,11,Advertisement,8.0,Good Attitude,6.0,,,,
Name A Word That People Use To Avoid Swearing.,Darn,38.0,Shoot,29.0,Dang,15,Fudge,8.0,Gosh,5.0,,,,
Name Something You Might Pay Extra For When Renting A Car,Insurance,53.0,Better Stereo,13.0,Milage Fees,12,Bigger Car,10.0,GPS,7.0,,,,
Name A Food Thats Made From Corn.,Popcorn,29.0,Corn Bread,26.0,Tortillas/Chips,20,Gifts,9.0,Cornflakes/Cereal,16.0,,,,
Name A Public Place Where You Might Be Spotted Wearing Less Clothing Than Usual.,Beach,43.0,Pool,31.0,Nightclub,10,Spa,6.0,Gym,5.0,,,,
Name A Reason Why Youd Wake Your Spouse Up In The Middle Of The Night,Heard A Noise,41.0,“In The Mood”,17.0,Snoring,16,You’re Sick,9.0,Had A Nightmare,5.0,,,,
Name A Weather Condition That Is 4 Letters Long,Snow,41.0,Rain,35.0,Cold,13,Wind,6.0,Hail,3.0,,,,
Name Something A Cheerleader Has Lots Of.,Energy,37.0,Pom Pom,25.0,Spirit,24,Cheers,5.0,Hair,2.0,,,,
Name A Type Of Party Thats Bound To Get A Little Out Of Hand.,Bachelor(ette) Party,36.0,College/Frat Party,24.0,House Party,14,New Years Eve,10.0,Haloween/Costume,8.0,,,,
Name A Part Of A Boxers Body That Might Be Swollen After A Match,Cheeks,29.0,Eyes,27.0,Nose,16,Lips,10.0,Hands,5.0,,,,
Name A Specific Way That You Wish Your Life Were Like A Hollywood Movie,Have Lots Of Money,44.0,Find True Love,22.0,Live In Nice House,20,Lots Of drama,9.0,Happy Ending,4.0,,,,
Name Another Word Or Phrase People Use To Say Good-Bye,See You Later,40.0,So Long,21.0,Adios,20,Ciao,9.0,Hasta La Vista,5.0,,,,
Name Something Youd Learn To Do In Your First Swim Class,Float,68.0,Hold Breath,13.0,Doggy paddle,6,Blow Bubbles,4.0,Head Under Water,3.0,,,,
Name Something You Might Lose As You Get Older.,Memory,41.0,Hair,27.0,Teeth,11,Eye Sight,9.0,Hearing,6.0,,,,
Name A Type Of Wave That You Cant Ride On,Tidal,39.0,Hand,24.0,Sound,16,Radio,11.0,Heat,4.0,,,,
We Asked 100 Husbands: If Your Wife Is Staring At You Over A Holiday Dinner What Might She Be Telling You With Her Look,I Love You,38.0,Your In Trouble,23.0,Let’s Leave,13,Stop Talking,10.0,Help Out/Dishes,9.0,,,,
Name Something That People Often Write On The Back Of Postcards,Name,30.0,Address,26.0,With Love,16,Miss You,14.0,Hi/Hello,11.0,,,,
Name A Mountain Range Known For Skiing,Rockies,35.0,Swiss Alps,32.0,Sierras,8,Appalachian,6.0,Himilaysa,4.0,,,,
Name A Room That Youd Find In A Mansion But Not A Regular House,Library/Study,40.0,Game Room,22.0,Pool Room,18,Parlor,9.0,Home Theatre,8.0,,,,
On “Family Feud” Name Something The Host Asks Players About.,Family,52.0,Name,17.0,Job,17,Age,7.0,Hometown,4.0,,,,
Name Something A Shy Man Might Wear To Hide His Face.,Hat/Headband,45.0,Glasses,24.0,Facial Hair,16,Scarf,9.0,Hood,4.0,,,,
Name Something You Wear That Covers Your Ears.,Ear Muffs,50.0,Hat,35.0,Headphones,5,Scarf,4.0,Hood,3.0,,,,
Name Something A Teen Might Take Off Before Going To Grandmas House For Dinner.,Makeup,38.0,Hat,32.0,Piercing,13,Shoes,9.0,Hoodie,3.0,,,,
Name A Fictional Character With Two Identities,Superman,35.0,Jekyll & Hyde,33.0,Batman,17,Spiderman,5.0,Hulk,3.0,,,,
Name A Person You Wouldnt Want To Get Tipsy In Front Of.,Parent,42.0,Boss,41.0,Pastor,7,Police Officer,4.0,In Laws,4.0,,,,
Name Something Youre Better Off Spending Too Much Money On Than Too Little.,Car,35.0,House/Home Repair,23.0,Food,20,Gifts,11.0,Insurance,9.0,,,,
Name Something Thats “As American As Apple Pie.”,Baseball,36.0,Flag,21.0,Hamburger,13,Chevrolet,11.0,Jeans,4.0,,,,
Name A Drink People Put Ice In.,Tea,47.0,Soda,24.0,Alcohol,14,Water,8.0,Juice,7.0,,,,
Name Something Mick Jagger Does A Lot,Sing,56.0,Dance,10.0,Yell,10,Tour,9.0,Jump,7.0,,,,
Name A Specific Part Of Your Body That The Doctor Might Say To Take Better Care Of,Heart,51.0,Back/Spine,24.0,Feet,6,Eyes,4.0,Kidneys,4.0,,,,
Name A Product Door-To-Door Salesman Used To Sell,Vacuum Cleaner,46.0,Cosmetics,28.0,Encyclopedia,11,Bible,5.0,Knives,4.0,,,,
Name A Product Door-To-Door Salesmen Used To Sell.,Vacuum Cleaner,46.0,Cosmetics,28.0,Encyclopedia,11,Bible,5.0,Knives,4.0,,,,
Name Something People Drink A Lot Of In The Summer,Lemonade,36.0,Iced Tea,25.0,Water,19,Beer,10.0,kool Aid,5.0,,,,
Name A Downside To Being The Youngest Child In The Big Family.,Hand Me Down Clothes,61.0,Treated Like A Baby,18.0,Picked On,7,No Respect,5.0,Lack Of Attention,4.0,,,,
Real Or Fictional Name Someone Whos Associated With A Lamb,Mary,71.0,Jesus,8.0,Little Bo Peep,6,Shepherd,5.0,Lambchop (puppet),4.0,,,,
Name Something Twins Might Always Share.,Looks,40.0,Parents,27.0,birthday,24,Genes,5.0,Last Name,3.0,,,,
Name A Type Of Business Thats Convenient To Have In Your Neighborhood,Market/Conv Store,48.0,Gas Station,33.0,Bank,8,Restaurant,4.0,Laundromat,3.0,,,,
Which Occupation Would You Expect A Guy Named Poindexter To Have?,Scientist,41.0,Accountant,22.0,Computer Programer/Tech,19,Teacher,6.0,Lawyer,6.0,,,,
Other Than Cotton Name A Material Many Clothes Are Made Out Of.,Polyester,32.0,Silk,30.0,Wool,19,Nylon,10.0,Leather,7.0,,,,
Name Something That Might Be On A Toothpick Inside A Fancy Drink,Olive,59.0,Cherry,18.0,Umbrella,7,Lemon,6.0,Lime,4.0,,,,
Name A Gift That A Very Practical Woman Would Not Be Impressed By Receiving From A Man.,Flowers,38.0,Jewelry,27.0,Perfume,13,Candy,12.0,Lingerie,7.0,,,,
Name A Famous Phrase From The Wizard Of Oz?,Off To See The Wizard,28.0,No Place Like Home,23.0,Follow Yellow Brick Road,23,I’ll Get You My Pretty,13.0,Lions Tigers & Bears,13.0,,,,
Name Something People Do In The Woods That Probably Annoys The Animals Living There,Hunt,36.0,Relieve Themselves,33.0,Camp,16,Cut Down Trees,7.0,Litter,4.0,,,,
Name Something A Job Ad Should Tell You About The Job.,Pay,45.0,Title,25.0,Hours,16,Duties,9.0,Location,3.0,,,,
Name Something That Is Personalized,License Plate,47.0,Watch/Jewelry,23.0,Polio/Work Shirt,19,Towel Set,6.0,Luggage Tag,3.0,,,,
Name Something A Boss Might Ask His Secretary To Remind Him Of.,Appointments,54.0,Wife’s Birthday,21.0,Anniversary,12,Calls,8.0,Lunch,5.0,,,,
Name Something Of Yours That A Snoop Might Try To Get Access To.,Diary,54.0,Bank Account,20.0,Computer,9,Password,8.0,Mail,6.0,,,,
Name Something Youd Need If You Wanted To Look Like The Grim Reaper.,Black Hood & Cape,43.0,Sickle,20.0,Skeleton,13,Mask,11.0,Makeup,8.0,,,,
Name Something Naughty That Children Living In The White House Would Never Be Able To Get Away With,Sneaking Out,31.0,Shoplifting,25.0,Skipping School,14,Smoking/Drinking,12.0,Making A Mess,9.0,,,,
Name An Extracurricular Activity That Parents Say Is Good For A Child.,Team Sports,36.0,Music Lessons,22.0,Dance Class,21,Theatre,12.0,Martial Arts,3.0,,,,
